Alcochete;GC3MFED;05/06/2012;http://coord.info/GC3MFED
Alcochete;GC3MFFF;01/06/2012;http://coord.info/GC3MFFF
Alcochete;GC3MFGA;30/05/2012;http://coord.info/GC3MFGA
Alcochete;GC3MFH9;30/05/2012;http://coord.info/GC3MFH9
Alcochete;GC3HCXR;22/04/2012;http://coord.info/GC3HCXR
Alcochete;GC3H2FA;16/04/2012;http://coord.info/GC3H2FA
Alcochete;GC3A0H9;01/01/2012;http://coord.info/GC3A0H9
Alcochete;GC3639V;19/10/2011;http://coord.info/GC3639V
Alcochete;GC3637G;18/10/2011;http://coord.info/GC3637G
Alcochete;GC2VRDZ;10/10/2011;http://coord.info/GC2VRDZ
Alcochete;GC2WXVK;25/05/2011;http://coord.info/GC2WXVK
Alcochete;GC2W3VD;15/05/2011;http://coord.info/GC2W3VD
Alcochete;GC2JN3N;05/12/2010;http://coord.info/GC2JN3N
Alcochete;GC25KN3;18/10/2010;http://coord.info/GC25KN3
Alcochete;GC1DP35;18/10/2010;http://coord.info/GC1DP35
Alcochete;GC2AJ14;18/10/2010;http://coord.info/GC2AJ14
Alcochete;GC1CDQ4;18/10/2010;http://coord.info/GC1CDQ4
Alcochete;GC1G7RP;18/10/2010;http://coord.info/GC1G7RP
Alcochete;GC124J7;18/10/2010;http://coord.info/GC124J7
Lisboa;GC68WH1;05/01/2016;http://coord.info/GC68WH1
Lisboa;GC68WGH;05/01/2016;http://coord.info/GC68WGH
Lisboa;GC69617;05/01/2016;http://coord.info/GC69617
Lisboa;GC695T0;05/01/2016;http://coord.info/GC695T0
Lisboa;GC68WE6;02/01/2016;http://coord.info/GC68WE6
Lisboa;GC68TFM;02/01/2016;http://coord.info/GC68TFM
Lisboa;GC68TH1;02/01/2016;http://coord.info/GC68TH1
Lisboa;GC68H3K;01/01/2016;http://coord.info/GC68H3K
Lisboa;GC68E87;01/01/2016;http://coord.info/GC68E87
Lisboa;GC68TDB;31/12/2015;http://coord.info/GC68TDB
Lisboa;GC68WE9;31/12/2015;http://coord.info/GC68WE9
Lisboa;GC68WE1;31/12/2015;http://coord.info/GC68WE1
Lisboa;GC68WDV;31/12/2015;http://coord.info/GC68WDV
Lisboa;GC68WDM;30/12/2015;http://coord.info/GC68WDM
Lisboa;GC68TFC;30/12/2015;http://coord.info/GC68TFC
Lisboa;GC68HG4;30/12/2015;http://coord.info/GC68HG4
Lisboa;GC68HM7;30/12/2015;http://coord.info/GC68HM7
Lisboa;GC68Q14;29/12/2015;http://coord.info/GC68Q14
Lisboa;GC681XV;29/12/2015;http://coord.info/GC681XV
Lisboa;GC68HMH;23/12/2015;http://coord.info/GC68HMH
Lisboa;GC68HKR;23/12/2015;http://coord.info/GC68HKR
Lisboa;GC68HKH;23/12/2015;http://coord.info/GC68HKH
Lisboa;GC67YBX;23/12/2015;http://coord.info/GC67YBX
Lisboa;GC67YBM;23/12/2015;http://coord.info/GC67YBM
Lisboa;GC67YAH;23/12/2015;http://coord.info/GC67YAH
Lisboa;GC65ZFK;23/12/2015;http://coord.info/GC65ZFK
Lisboa;GC68CZM;22/12/2015;http://coord.info/GC68CZM
Lisboa;GC6719H;20/12/2015;http://coord.info/GC6719H
Lisboa;GC68B7R;20/12/2015;http://coord.info/GC68B7R
Lisboa;GC65ZFF;20/12/2015;http://coord.info/GC65ZFF
Lisboa;GC67YB1;17/12/2015;http://coord.info/GC67YB1
Lisboa;GC68790;16/12/2015;http://coord.info/GC68790
Lisboa;GC68788;16/12/2015;http://coord.info/GC68788
Lisboa;GC6828W;15/12/2015;http://coord.info/GC6828W
Lisboa;GC6828T;13/12/2015;http://coord.info/GC6828T
Lisboa;GC6828V;13/12/2015;http://coord.info/GC6828V
Lisboa;GC68180;11/12/2015;http://coord.info/GC68180
Lisboa;GC68199;11/12/2015;http://coord.info/GC68199
Lisboa;GC67ZZK;10/12/2015;http://coord.info/GC67ZZK
Lisboa;GC5HYXT;09/12/2015;http://coord.info/GC5HYXT
Lisboa;GC65ZFB;09/12/2015;http://coord.info/GC65ZFB
Lisboa;GC67TAA;06/12/2015;http://coord.info/GC67TAA
Lisboa;GC67TB5;06/12/2015;http://coord.info/GC67TB5
Lisboa;GC67AVN;01/12/2015;http://coord.info/GC67AVN
Lisboa;GC67JQT;01/12/2015;http://coord.info/GC67JQT
Lisboa;GC610K3;27/11/2015;http://coord.info/GC610K3
Lisboa;GC67AV9;24/11/2015;http://coord.info/GC67AV9
Lisboa;GC66RGH;21/11/2015;http://coord.info/GC66RGH
Lisboa;GC60Y07;20/11/2015;http://coord.info/GC60Y07
Lisboa;GC6728H;19/11/2015;http://coord.info/GC6728H
Lisboa;GC672NF;19/11/2015;http://coord.info/GC672NF
Lisboa;GC655H0;17/11/2015;http://coord.info/GC655H0
Lisboa;GC66Z7V;17/11/2015;http://coord.info/GC66Z7V
Lisboa;GC66RR1;14/11/2015;http://coord.info/GC66RR1
Lisboa;GC66NEG;12/11/2015;http://coord.info/GC66NEG
Lisboa;GC66NFF;11/11/2015;http://coord.info/GC66NFF
Lisboa;GC66NEV;11/11/2015;http://coord.info/GC66NEV
Lisboa;GC66NBP;11/11/2015;http://coord.info/GC66NBP
Lisboa;GC66NEY;11/11/2015;http://coord.info/GC66NEY
Lisboa;GC66NBT;11/11/2015;http://coord.info/GC66NBT
Lisboa;GC66NF2;11/11/2015;http://coord.info/GC66NF2
Lisboa;GC66NBZ;11/11/2015;http://coord.info/GC66NBZ
Lisboa;GC66NCZ;11/11/2015;http://coord.info/GC66NCZ
Lisboa;GC66ND5;11/11/2015;http://coord.info/GC66ND5
Lisboa;GC66NF4;11/11/2015;http://coord.info/GC66NF4
Lisboa;GC66NDM;11/11/2015;http://coord.info/GC66NDM
Lisboa;GC66NF8;11/11/2015;http://coord.info/GC66NF8
Lisboa;GC66NDK;11/11/2015;http://coord.info/GC66NDK
Lisboa;GC66NDN;11/11/2015;http://coord.info/GC66NDN
Lisboa;GC66NDP;11/11/2015;http://coord.info/GC66NDP
Lisboa;GC66NDQ;11/11/2015;http://coord.info/GC66NDQ
Lisboa;GC66KK5;10/11/2015;http://coord.info/GC66KK5
Lisboa;GC66GRV;10/11/2015;http://coord.info/GC66GRV
Lisboa;GC5J4XP;07/11/2015;http://coord.info/GC5J4XP
Lisboa;GC661AG;05/11/2015;http://coord.info/GC661AG
Lisboa;GC669Y0;05/11/2015;http://coord.info/GC669Y0
Lisboa;GC65W2P;02/11/2015;http://coord.info/GC65W2P
Lisboa;GC666Q1;02/11/2015;http://coord.info/GC666Q1
Lisboa;GC663PP;02/11/2015;http://coord.info/GC663PP
Lisboa;GC65ZX4;29/10/2015;http://coord.info/GC65ZX4
Lisboa;GC65YMZ;28/10/2015;http://coord.info/GC65YMZ
Lisboa;GC65YDG;28/10/2015;http://coord.info/GC65YDG
Lisboa;GC65YKM;28/10/2015;http://coord.info/GC65YKM
Lisboa;GC65WH2;27/10/2015;http://coord.info/GC65WH2
Lisboa;GC5V74B;26/10/2015;http://coord.info/GC5V74B
Lisboa;GC65TTH;26/10/2015;http://coord.info/GC65TTH
Lisboa;GC5CRK1;26/10/2015;http://coord.info/GC5CRK1
Lisboa;GC65PY3;25/10/2015;http://coord.info/GC65PY3
Lisboa;GC65KC9;25/10/2015;http://coord.info/GC65KC9
Lisboa;GC5HV1Z;21/10/2015;http://coord.info/GC5HV1Z
Lisboa;GC65DZ1;20/10/2015;http://coord.info/GC65DZ1
Lisboa;GC656X8;20/10/2015;http://coord.info/GC656X8
Montijo;GC63EDX;19/09/2015;http://coord.info/GC63EDX
Montijo;GC61WVC;08/09/2015;http://coord.info/GC61WVC
Montijo;GC62BF3;31/08/2015;http://coord.info/GC62BF3
Montijo;GC62BEJ;28/08/2015;http://coord.info/GC62BEJ
Montijo;GC61XTV;24/08/2015;http://coord.info/GC61XTV
Montijo;GC61WW6;24/08/2015;http://coord.info/GC61WW6
Montijo;GC61EG7;18/08/2015;http://coord.info/GC61EG7
Montijo;GC61EGH;18/08/2015;http://coord.info/GC61EGH
Montijo;GC61EFC;18/08/2015;http://coord.info/GC61EFC
Montijo;GC60VV7;14/08/2015;http://coord.info/GC60VV7
Montijo;GC60KJD;05/08/2015;http://coord.info/GC60KJD
Montijo;GC5ZY2W;04/08/2015;http://coord.info/GC5ZY2W
Montijo;GC5YPNH;18/07/2015;http://coord.info/GC5YPNH
Montijo;GC5YC6Q;01/07/2015;http://coord.info/GC5YC6Q
Montijo;GC5XJG9;01/07/2015;http://coord.info/GC5XJG9
Montijo;GC5XJTR;23/06/2015;http://coord.info/GC5XJTR
Montijo;GC5XQH3;23/06/2015;http://coord.info/GC5XQH3
Montijo;GC5XJR9;23/06/2015;http://coord.info/GC5XJR9
Montijo;GC5WGPM;04/06/2015;http://coord.info/GC5WGPM
Montijo;GC5V1RT;21/05/2015;http://coord.info/GC5V1RT
Montijo;GC5V21E;12/05/2015;http://coord.info/GC5V21E
Montijo;GC5K8V8;21/01/2015;http://coord.info/GC5K8V8
Montijo;GC5EXA5;17/10/2014;http://coord.info/GC5EXA5
Montijo;GC5B2FA;10/10/2014;http://coord.info/GC5B2FA
Montijo;GC5D6H7;22/09/2014;http://coord.info/GC5D6H7
Montijo;GC558HZ;17/07/2014;http://coord.info/GC558HZ
Montijo;GC58AV2;17/07/2014;http://coord.info/GC58AV2
Montijo;GC58AVD;17/07/2014;http://coord.info/GC58AVD
Montijo;GC58AVT;17/07/2014;http://coord.info/GC58AVT
Montijo;GC58AW3;17/07/2014;http://coord.info/GC58AW3
Montijo;GC58AWF;17/07/2014;http://coord.info/GC58AWF
Montijo;GC58ATJ;17/07/2014;http://coord.info/GC58ATJ
Montijo;GC579MB;01/07/2014;http://coord.info/GC579MB
Montijo;GC53NR7;01/05/2014;http://coord.info/GC53NR7
Montijo;GC53B1Z;24/04/2014;http://coord.info/GC53B1Z
Montijo;GC52G48;22/04/2014;http://coord.info/GC52G48
Montijo;GC516PA;31/03/2014;http://coord.info/GC516PA
Montijo;GC51255;30/03/2014;http://coord.info/GC51255
Montijo;GC50FW9;24/03/2014;http://coord.info/GC50FW9
Montijo;GC4ZXRX;20/03/2014;http://coord.info/GC4ZXRX
Montijo;GC4XMR3;02/03/2014;http://coord.info/GC4XMR3
Montijo;GC4XMRV;02/03/2014;http://coord.info/GC4XMRV
Montijo;GC4XMT8;02/03/2014;http://coord.info/GC4XMT8
Montijo;GC4TNQJ;25/02/2014;http://coord.info/GC4TNQJ
Montijo;GC4RM0M;13/11/2013;http://coord.info/GC4RM0M
Montijo;GC4RM03;13/11/2013;http://coord.info/GC4RM03
Montijo;GC3EXFE;12/11/2013;http://coord.info/GC3EXFE
Montijo;GC4R6QN;09/11/2013;http://coord.info/GC4R6QN
Montijo;GC4R58D;03/11/2013;http://coord.info/GC4R58D
Montijo;GC4QNFZ;01/11/2013;http://coord.info/GC4QNFZ
Montijo;GC4Q5H2;17/10/2013;http://coord.info/GC4Q5H2
Montijo;GC4N72X;19/09/2013;http://coord.info/GC4N72X
Montijo;GC4N7DX;19/09/2013;http://coord.info/GC4N7DX
Montijo;GC4MKGJ;09/09/2013;http://coord.info/GC4MKGJ
Montijo;GC4MF9W;09/09/2013;http://coord.info/GC4MF9W
Montijo;GC4M1EK;03/09/2013;http://coord.info/GC4M1EK
Montijo;GC4F5FG;05/07/2013;http://coord.info/GC4F5FG
Montijo;GC4BJVC;24/05/2013;http://coord.info/GC4BJVC
Montijo;GC4CHNK;21/05/2013;http://coord.info/GC4CHNK
Montijo;GC4CA14;17/05/2013;http://coord.info/GC4CA14
Montijo;GC4C821;16/05/2013;http://coord.info/GC4C821
Montijo;GC4C7K5;16/05/2013;http://coord.info/GC4C7K5
Montijo;GC4C5NG;15/05/2013;http://coord.info/GC4C5NG
Montijo;GC49VYW;21/04/2013;http://coord.info/GC49VYW
Montijo;GC447K2;20/01/2013;http://coord.info/GC447K2
Montijo;GC42653;01/12/2012;http://coord.info/GC42653
Montijo;GC4184N;23/11/2012;http://coord.info/GC4184N
Montijo;GC3Z530;24/10/2012;http://coord.info/GC3Z530
Montijo;GC3X73Y;01/10/2012;http://coord.info/GC3X73Y
Montijo;GC3WA2K;14/09/2012;http://coord.info/GC3WA2K
Montijo;GC3RZ8D;07/08/2012;http://coord.info/GC3RZ8D
Montijo;GC3AEZQ;22/06/2012;http://coord.info/GC3AEZQ
Montijo;GC3AEZT;19/06/2012;http://coord.info/GC3AEZT
Montijo;GC3M1JA;27/05/2012;http://coord.info/GC3M1JA
Montijo;GC3JAKQ;02/05/2012;http://coord.info/GC3JAKQ
Montijo;GC3HZXH;28/04/2012;http://coord.info/GC3HZXH
Montijo;GC3HRVA;28/04/2012;http://coord.info/GC3HRVA
Montijo;GC3HC1T;18/04/2012;http://coord.info/GC3HC1T
Montijo;GC3D6EP;28/02/2012;http://coord.info/GC3D6EP
Montijo;GC3CW8W;19/02/2012;http://coord.info/GC3CW8W
Montijo;GC3CP1R;17/02/2012;http://coord.info/GC3CP1R
Montijo;GC3B3VJ;18/01/2012;http://coord.info/GC3B3VJ
Montijo;GC39YP9;30/12/2011;http://coord.info/GC39YP9
Montijo;GC39YNH;30/12/2011;http://coord.info/GC39YNH
Montijo;GC39RYH;30/12/2011;http://coord.info/GC39RYH
Montijo;GC39GGC;23/12/2011;http://coord.info/GC39GGC
Montijo;GC392C9;14/12/2011;http://coord.info/GC392C9
Montijo;GC363BK;19/10/2011;http://coord.info/GC363BK
Montijo;GC2ZP82;09/07/2011;http://coord.info/GC2ZP82
Montijo;GC2ZA2E;02/07/2011;http://coord.info/GC2ZA2E
Montijo;GC2WQZP;23/05/2011;http://coord.info/GC2WQZP
Montijo;GC2W6Q1;22/05/2011;http://coord.info/GC2W6Q1
Montijo;GC2W9DE;17/05/2011;http://coord.info/GC2W9DE
Montijo;GC2T3GY;13/04/2011;http://coord.info/GC2T3GY
Montijo;GC2KQXX;30/12/2010;http://coord.info/GC2KQXX
Montijo;GC2K36B;07/12/2010;http://coord.info/GC2K36B
Montijo;GC22MTP;18/10/2010;http://coord.info/GC22MTP
Montijo;GC19MVJ;18/10/2010;http://coord.info/GC19MVJ
Montijo;GC20CY6;18/10/2010;http://coord.info/GC20CY6
Montijo;GC24EXE;18/10/2010;http://coord.info/GC24EXE
Alcochete;GC61V82;24/08/2015;http://coord.info/GC61V82
Alcochete;GC5Z6AT;13/07/2015;http://coord.info/GC5Z6AT
Alcochete;GC5V03W;10/05/2015;http://coord.info/GC5V03W
Alcochete;GC5NGWZ;02/03/2015;http://coord.info/GC5NGWZ
Alcochete;GC5EXGN;17/10/2014;http://coord.info/GC5EXGN
Alcochete;GC5EXDJ;16/10/2014;http://coord.info/GC5EXDJ
Alcochete;GC5E0BW;03/10/2014;http://coord.info/GC5E0BW
Alcochete;GC5E0M0;03/10/2014;http://coord.info/GC5E0M0
Alcochete;GC58K8G;17/07/2014;http://coord.info/GC58K8G
Alcochete;GC5819J;03/07/2014;http://coord.info/GC5819J
Alcochete;GC4XBR7;17/06/2014;http://coord.info/GC4XBR7
Alcochete;GC54525;17/05/2014;http://coord.info/GC54525
Alcochete;GC53WYV;04/05/2014;http://coord.info/GC53WYV
Alcochete;GC53X7H;04/05/2014;http://coord.info/GC53X7H
Alcochete;GC512JW;30/03/2014;http://coord.info/GC512JW
Alcochete;GC4ZZEH;17/03/2014;http://coord.info/GC4ZZEH
Alcochete;GC4W49W;02/01/2014;http://coord.info/GC4W49W
Alcochete;GC4RKYJ;14/11/2013;http://coord.info/GC4RKYJ
Alcochete;GC4F5EK;05/07/2013;http://coord.info/GC4F5EK
Alcochete;GC4E7MD;16/06/2013;http://coord.info/GC4E7MD
Alcochete;GC4C8P6;17/05/2013;http://coord.info/GC4C8P6
Alcochete;GC470W6;15/04/2013;http://coord.info/GC470W6
Alcochete;GC470TN;17/03/2013;http://coord.info/GC470TN
Alcochete;GC46JMG;09/03/2013;http://coord.info/GC46JMG
Alcochete;GC4304R;27/02/2013;http://coord.info/GC4304R
Alcochete;GC45NDF;09/02/2013;http://coord.info/GC45NDF
Alcochete;GC43ZFZ;11/01/2013;http://coord.info/GC43ZFZ
Alcochete;GC421RD;29/11/2012;http://coord.info/GC421RD
Alcochete;GC421QF;29/11/2012;http://coord.info/GC421QF
Alcochete;GC41QNG;24/11/2012;http://coord.info/GC41QNG
Alcochete;GC41N5F;24/11/2012;http://coord.info/GC41N5F
Alcochete;GC40901;27/10/2012;http://coord.info/GC40901
Alcochete;GC3QQ16;19/07/2012;http://coord.info/GC3QQ16
Alcochete;GC3QC9W;15/07/2012;http://coord.info/GC3QC9W
Alcochete;GC3PVG0;05/07/2012;http://coord.info/GC3PVG0
Alcochete;GCG7H1;18/10/2010;http://coord.info/GCG7H1
Alcochete;GC2026V;17/10/2010;http://coord.info/GC2026V
Alcochete;GC1FWBF;17/10/2010;http://coord.info/GC1FWBF
Alcochete;GC1K1HX;17/10/2010;http://coord.info/GC1K1HX
Alcochete;GC27WK9;17/10/2010;http://coord.info/GC27WK9
Alcochete;GC27WK9;17/10/2010;http://coord.info/GC27WK9
Alcochete;GC148HP;17/10/2010;http://coord.info/GC148HP
Alcochete;GCG93N;17/10/2010;http://coord.info/GCG93N
Alcochete;GC16ZVC;27/10/2007;http://coord.info/GC16ZVC
Lisboa;GC69N1M;14/01/2016;http://coord.info/GC69N1M
Lisboa;GC67Z0Q;14/01/2016;http://coord.info/GC67Z0Q
Lisboa;GC69J34;13/01/2016;http://coord.info/GC69J34
Lisboa;GC6963K;05/01/2016;http://coord.info/GC6963K
Lisboa;GC6986P;05/01/2016;http://coord.info/GC6986P
Lisboa;GC69624;05/01/2016;http://coord.info/GC69624
Lisboa;GC68THP;05/01/2016;http://coord.info/GC68THP
Lisboa;GC65584;15/10/2015;http://coord.info/GC65584
Alcochete;GC3MERT;05/06/2012;http://coord.info/GC3MERT
Alcochete;GC3Q0QY;09/07/2012;http://coord.info/GC3Q0QY
Alcochete;GC1WA8G;17/10/2010;http://coord.info/GC1WA8G
